id,date,product,quantity,price
4703,2026-03-18,Ultra Bicicleta 89,42,317.05
4704,2025-06-22,Giga Café 23,4,267.37
4705,2025-12-28,Elite Fone 79,26,215.41
4706,2025-10-25,Ultra Set 41,6,323.25
4707,2026-05-02,Maxi Pack 66,40,274.21
4708,2026-04-11,Mini Dicionário 16,50,45.89
4709,2025-12-14,Premium Pack 40,12,322.11
4710,2025-09-07,Elite Kit 11,7,333.71
4711,2026-04-01,Mini Bicicleta 41,49,422.26
4712,2026-02-23,Elite Fone 13,45,8.10
4713,2026-01-16,Eco Dicionário 11,40,451.25
4714,2026-03-27,Smart Crema 84,16,359.04
4715,2025-07-22,Basic Sofá 53,20,299.68
4716,2026-03-02,Mini Tênis 21,20,279.64
4717,2026-04-03,Elite Pack 98,18,170.45
4718,2025-09-13,Elite Kit 39,3,221.03
4719,2026-03-09,Premium Bicicleta 88,3,96.90
4720,2025-10-10,Pro Dicionário 38,50,155.21
4721,2026-03-01,Eco Crema 80,31,240.83
4722,2025-10-09,Basic Kit 17,35,140.78
4723,2026-05-03,Mini Kit 22,14,49.33
4724,2026-02-26,Smart Bicicleta 24,36,414.25
4725,2026-03-04,Elite Bicicleta 10,8,292.81
4726,2025-07-31,Elite Tênis 42,27,40.99
4727,2025-08-05,Premium Dicionário 69,33,469.38
4728,2025-12-13,Ultra Crema 84,4,120.68
4729,2026-02-27,Mini Tênis 90,20,370.69
4730,2026-01-24,Ultra Set 69,14,418.26
4731,2025-06-19,Premium Dicionário 7,7,403.92
4732,2025-08-05,Pro Bicicleta 31,36,66.51
4733,2026-02-27,Ultra Crema 54,21,384.63
4734,2025-11-29,Maxi Dicionário 3,26,251.08
4735,2025-10-24,Giga Pack 22,29,5.62
4736,2025-12-15,Eco Kit 40,14,138.96
4737,2025-12-22,Elite Kit 54,7,70.59
4738,2025-10-21,Mini Set 19,36,26.67
4739,2026-03-20,Ultra Sofá 18,46,488.88
4740,2025-09-07,Pro Dicionário 16,36,177.03
4741,2026-03-27,Maxi Crema 63,45,138.27
4742,2025-06-22,Eco Sofá 16,17,366.96
4743,2025-09-18,Maxi Bicicleta 2,7,296.67
4744,2026-02-23,Ultra Sofá 80,43,414.80
4745,2025-05-31,Premium Dicionário 43,22,383.25
4746,2025-05-31,Eco Café 29,34,338.19
4747,2025-07-12,Maxi Crema 90,37,88.58
4748,2025-10-02,Ultra Dicionário 64,28,187.89
4749,2026-04-03,Elite Bicicleta 16,9,192.19
4750,2025-09-04,Ultra Set 11,6,332.91
4751,2026-01-24,Maxi Tênis 49,45,326.47
4752,2026-01-17,Giga Fone 37,24,26.70
4753,2025-11-22,Elite Kit 82,46,383.44
4754,2025-08-12,Eco Sofá 8,20,189.52
4755,2025-10-25,Maxi Tênis 20,9,420.74
4756,2025-05-28,Eco Café 19,9,8.73
4757,2025-12-16,Giga Set 85,21,323.75
4758,2025-09-16,Mini Kit 38,14,233.76
4759,2025-11-06,Premium Dicionário 96,45,378.51
4760,2026-03-07,Ultra Crema 64,26,56.22
4761,2025-06-19,Smart Fone 37,8,22.17
4762,2025-12-20,Maxi Bicicleta 76,20,167.28
4763,2025-11-17,Maxi Kit 50,1,461.46
4764,2026-03-02,Mini Set 9,5,54.71
4765,2025-06-23,Ultra Bicicleta 74,48,26.03
4766,2025-12-13,Premium Dicionário 33,40,357.71
4767,2026-04-19,Ultra Dicionário 92,16,406.47
4768,2025-10-15,Ultra Set 21,16,23.67
4769,2025-12-25,Elite Bicicleta 70,44,53.76
4770,2026-02-22,Pro Bicicleta 72,33,415.48
4771,2026-04-22,Smart Pack 99,50,254.53
4772,2026-03-31,Premium Bicicleta 17,40,496.89
4773,2025-06-09,Premium Pack 68,33,310.63
4774,2026-03-26,Mini Set 92,48,250.32
4775,2025-10-20,Pro Fone 58,17,142.05
4776,2025-10-10,Maxi Café 64,40,445.72
4777,2025-07-29,Giga Fone 57,31,248.36
4778,2025-08-28,Maxi Set 31,33,426.48
4779,2026-04-05,Eco Bicicleta 73,7,243.04
4780,2025-07-19,Premium Tênis 53,41,221.29
4781,2025-06-08,Basic Sofá 95,8,468.96
4782,2025-11-22,Mini Crema 94,13,351.87
4783,2025-12-19,Basic Bicicleta 91,30,481.47
4784,2025-09-21,Eco Sofá 84,4,252.11
4785,2026-03-27,Giga Pack 4,47,245.52
4786,2025-07-28,Pro Fone 28,17,363.94
4787,2026-01-30,Eco Pack 81,29,232.84
4788,2025-12-11,Eco Café 29,7,323.69
4789,2026-01-11,Smart Bicicleta 60,18,455.23
4790,2025-09-24,Ultra Kit 81,6,383.13
4791,2025-10-19,Pro Tênis 80,24,454.19
4792,2025-07-09,Maxi Tênis 98,13,465.51
4793,2025-06-30,Ultra Kit 64,21,458.02
4794,2026-05-13,Pro Café 78,46,234.09
4795,2025-10-09,Giga Café 67,11,290.93
4796,2026-04-20,Basic Crema 88,29,410.62
4797,2025-09-25,Premium Dicionário 87,20,139.65
4798,2025-12-11,Giga Sofá 21,40,391.66
4799,2026-04-16,Elite Dicionário 6,23,244.66
4800,2026-01-26,Giga Fone 94,16,74.27
4801,2025-12-15,Basic Fone 38,22,497.25
4802,2025-07-12,Basic Dicionário 25,39,247.37
4803,2025-12-24,Ultra Dicionário 89,2,464.25
4804,2025-12-31,Premium Set 12,22,92.27
4805,2025-07-15,Giga Crema 36,30,371.00
4806,2025-06-30,Maxi Café 34,49,220.91
4807,2025-09-30,Pro Set 4,21,275.48
4808,2025-11-17,Premium Café 64,24,425.64
4809,2026-02-28,Elite Pack 70,24,179.15
4810,2025-10-05,Eco Crema 27,34,32.44
4811,2025-11-05,Ultra Dicionário 70,17,87.47
4812,2025-08-18,Giga Café 28,13,339.07
4813,2025-12-19,Giga Sofá 34,16,268.01
4814,2026-01-06,Mini Sofá 79,9,464.50
4815,2026-01-28,Elite Sofá 86,35,450.56
4816,2025-07-12,Smart Dicionário 45,30,21.67
4817,2025-11-15,Basic Dicionário 80,23,387.82
4818,2025-12-19,Pro Sofá 21,28,419.65
4819,2025-07-22,Pro Crema 47,30,253.18
4820,2026-03-14,Maxi Dicionário 31,43,490.74
4821,2026-02-21,Premium Crema 12,31,141.51
4822,2026-04-03,Basic Fone 22,21,18.10
4823,2025-05-31,Elite Bicicleta 87,44,368.32
4824,2026-05-24,Mini Sofá 43,19,130.61
4825,2025-07-13,Eco Kit 50,47,402.51
4826,2026-03-19,Ultra Kit 4,23,24.98
4827,2025-08-20,Giga Tênis 74,4,146.45
4828,2026-04-08,Smart Sofá 70,32,226.80
4829,2025-10-08,Eco Café 17,6,204.53
4830,2025-12-09,Maxi Set 27,16,202.48
4831,2025-12-05,Elite Dicionário 14,8,283.61
4832,2026-04-08,Basic Bicicleta 42,36,156.24
4833,2025-08-25,Elite Bicicleta 97,42,229.36
4834,2025-06-05,Mini Fone 75,33,433.34
4835,2025-10-08,Maxi Dicionário 46,13,97.95
4836,2025-11-02,Maxi Set 36,4,390.86
4837,2025-12-04,Eco Fone 47,2,498.03
4838,2026-02-06,Giga Set 84,6,435.98
4839,2025-07-23,Maxi Café 43,2,9.91
4840,2025-06-14,Premium Bicicleta 10,37,493.37
4841,2025-12-09,Smart Café 93,11,246.78
4842,2026-04-30,Ultra Crema 9,46,495.29
4843,2026-01-20,Ultra Kit 17,41,60.11
4844,2025-10-16,Ultra Tênis 41,32,158.87
4845,2025-07-06,Giga Set 83,3,360.82
4846,2026-05-26,Mini Kit 2,15,176.24
4847,2026-03-29,Mini Pack 2,28,446.03
4848,2025-11-10,Mini Sofá 41,34,221.89
4849,2025-10-18,Basic Crema 96,22,107.07
4850,2026-04-14,Basic Crema 66,23,297.47
4851,2026-04-18,Elite Tênis 22,2,251.11
4852,2026-03-17,Smart Fone 90,28,146.48
4853,2026-02-11,Pro Fone 63,34,347.03
4854,2025-08-05,Premium Dicionário 18,26,253.44
4855,2026-03-24,Ultra Kit 25,6,495.81
4856,2025-09-23,Premium Fone 45,45,97.63
4857,2025-08-14,Pro Fone 57,12,472.15
4858,2026-03-12,Maxi Dicionário 70,40,369.47
4859,2025-07-29,Ultra Bicicleta 88,23,373.25
4860,2026-02-20,Giga Café 3,32,466.57
4861,2025-10-19,Ultra Pack 8,2,203.35
4862,2026-04-22,Ultra Sofá 46,23,405.55
4863,2025-07-25,Maxi Crema 84,21,390.36
4864,2025-08-26,Eco Pack 32,27,327.44
4865,2026-04-10,Giga Crema 53,27,496.14
4866,2026-05-20,Mini Tênis 43,15,469.32
4867,2026-05-26,Giga Kit 98,15,47.48
4868,2026-04-23,Mini Tênis 65,4,325.18
4869,2026-02-25,Premium Tênis 48,49,71.30
4870,2025-09-28,Basic Café 8,4,496.01
4871,2025-09-22,Maxi Fone 20,30,150.38
4872,2025-07-08,Elite Tênis 15,11,403.68
4873,2026-02-14,Premium Sofá 10,1,169.66
4874,2026-03-30,Elite Set 40,21,66.85
4875,2026-03-21,Smart Café 46,6,388.78
4876,2025-09-22,Eco Tênis 61,37,227.29
4877,2025-10-03,Giga Crema 49,18,135.41
4878,2026-05-11,Smart Sofá 91,22,422.93
4879,2026-04-05,Elite Dicionário 32,43,315.05
4880,2025-11-29,Basic Fone 78,24,42.69
4881,2025-07-13,Elite Sofá 84,18,427.24
4882,2025-11-16,Giga Café 78,11,299.23
4883,2025-07-18,Giga Dicionário 4,3,404.50
4884,2025-06-26,Elite Kit 38,3,414.30
4885,2025-11-06,Eco Café 52,14,270.85
4886,2025-11-05,Ultra Sofá 17,15,365.33
4887,2025-06-20,Mini Crema 44,28,271.34
4888,2026-01-22,Maxi Tênis 67,32,175.96
4889,2025-12-20,Giga Tênis 95,12,407.02
4890,2025-12-11,Basic Crema 13,26,75.03
4891,2025-08-07,Giga Bicicleta 23,42,282.96
4892,2025-07-10,Ultra Bicicleta 4,8,267.91
4893,2026-03-24,Giga Tênis 83,46,58.93
4894,2026-04-14,Maxi Dicionário 60,40,248.48
4895,2025-06-13,Ultra Fone 5,33,76.33
4896,2025-10-08,Maxi Pack 2,30,16.78
4897,2025-12-25,Giga Tênis 79,30,280.32
4898,2026-03-21,Basic Set 75,4,229.87
4899,2025-11-22,Maxi Bicicleta 99,6,274.29
4900,2025-06-28,Eco Pack 18,6,219.31
4901,2026-03-07,Ultra Set 34,17,498.62
4902,2025-05-29,Eco Sofá 25,34,422.52
4903,2026-03-27,Elite Set 15,37,242.01
4904,2026-01-30,Ultra Fone 58,49,127.06
4905,2026-02-12,Basic Bicicleta 3,7,449.84
4906,2025-09-12,Giga Bicicleta 10,20,350.68
4907,2026-04-13,Mini Sofá 38,30,404.20
4908,2026-03-17,Giga Pack 14,6,491.72
4909,2025-06-09,Elite Bicicleta 94,3,149.77
4910,2025-07-26,Giga Kit 70,2,201.74
4911,2026-05-04,Eco Dicionário 73,42,97.92
4912,2026-03-06,Mini Sofá 63,29,93.65
4913,2025-07-03,Smart Crema 9,35,276.23
4914,2025-10-10,Smart Set 38,38,310.90
4915,2026-02-01,Elite Sofá 69,4,152.31
4916,2025-12-17,Giga Set 93,50,438.84
4917,2025-07-25,Mini Kit 15,32,467.41
4918,2026-04-28,Pro Fone 71,31,55.20
4919,2026-03-11,Elite Kit 72,19,107.03
4920,2026-01-17,Mini Fone 92,15,231.53
4921,2025-12-05,Giga Dicionário 24,38,175.75
4922,2025-09-16,Smart Set 45,8,6.65
4923,2026-03-03,Mini Kit 91,6,322.95
4924,2025-09-27,Basic Sofá 92,14,363.38
4925,2025-09-15,Eco Pack 73,4,430.88
4926,2026-04-05,Giga Kit 86,32,98.11
4927,2025-11-26,Giga Fone 26,50,267.67
4928,2025-07-06,Premium Fone 8,37,87.60
4929,2025-12-22,Smart Café 60,18,426.11
4930,2025-10-14,Ultra Set 4,24,187.28
4931,2025-12-25,Premium Sofá 18,10,120.34
4932,2025-09-22,Eco Fone 80,50,6.50
4933,2025-12-29,Elite Pack 68,25,480.83
4934,2026-04-26,Maxi Café 1,44,370.88
4935,2025-05-27,Basic Café 35,48,187.23
4936,2026-04-08,Giga Sofá 13,2,291.06
4937,2026-01-15,Mini Bicicleta 34,4,231.65
4938,2025-06-09,Pro Fone 92,13,71.82
4939,2025-07-08,Mini Kit 75,32,151.89
4940,2025-09-14,Pro Pack 29,4,424.56
4941,2026-02-24,Elite Sofá 49,9,460.59
4942,2025-12-07,Eco Crema 46,11,372.30
4943,2025-08-06,Eco Pack 81,27,328.66
4944,2026-03-07,Giga Tênis 64,7,415.48
4945,2026-03-12,Maxi Tênis 47,16,195.62
4946,2025-06-23,Giga Sofá 25,41,348.92
4947,2026-03-30,Eco Bicicleta 56,8,386.70
4948,2026-04-21,Ultra Pack 43,13,253.28
4949,2025-10-24,Pro Fone 26,26,103.93
4950,2026-02-27,Mini Tênis 90,5,478.60
4951,2026-05-12,Elite Set 9,24,415.56
4952,2026-03-10,Smart Fone 8,49,327.44
4953,2026-01-16,Giga Café 76,18,183.02
4954,2026-04-25,Maxi Café 7,5,224.51
4955,2026-03-09,Giga Crema 12,12,41.30
4956,2026-02-16,Premium Pack 71,43,434.27
4957,2025-11-25,Smart Crema 62,13,107.21
4958,2026-05-14,Elite Sofá 30,47,462.57
4959,2025-06-21,Premium Bicicleta 51,11,197.61
4960,2025-06-25,Eco Dicionário 94,50,216.01
4961,2025-08-13,Premium Fone 10,23,157.49
4962,2025-06-27,Maxi Kit 57,7,5.26
4963,2025-07-14,Mini Dicionário 61,14,260.99
4964,2026-03-29,Eco Tênis 38,29,113.06
4965,2026-05-15,Basic Café 32,28,38.73
4966,2026-04-22,Premium Set 87,6,419.86
4967,2025-07-06,Basic Sofá 60,34,328.72
4968,2025-08-10,Pro Café 49,49,271.00
4969,2025-08-28,Giga Set 77,7,487.94
4970,2025-06-16,Mini Dicionário 18,35,458.58
4971,2026-03-31,Elite Dicionário 74,44,295.28
4972,2025-12-17,Ultra Café 33,35,19.15
4973,2025-06-08,Giga Café 4,30,298.26
4974,2025-11-01,Smart Bicicleta 20,44,116.23
4975,2025-07-04,Pro Bicicleta 86,44,34.80
4976,2025-09-02,Ultra Café 88,2,201.04
4977,2026-02-19,Elite Sofá 66,3,369.48
4978,2025-11-23,Elite Sofá 15,2,140.31
4979,2025-10-07,Giga Pack 8,18,96.07
4980,2025-09-20,Basic Pack 47,50,358.47
4981,2025-09-16,Eco Set 73,30,287.33
4982,2026-05-13,Smart Fone 76,14,100.50
4983,2025-07-16,Smart Fone 96,32,109.86
4984,2025-12-24,Basic Dicionário 40,42,135.06
4985,2025-12-05,Elite Bicicleta 12,20,93.93
4986,2026-03-24,Premium Bicicleta 51,32,487.18
4987,2026-03-12,Giga Café 3,37,49.50
4988,2025-12-05,Pro Sofá 27,16,458.32
4989,2026-03-09,Basic Crema 1,18,327.94
4990,2026-01-26,Eco Kit 12,21,206.55
4991,2026-02-25,Premium Kit 64,15,346.66
4992,2025-06-17,Giga Crema 14,37,318.17
4993,2025-12-03,Basic Bicicleta 69,46,184.22
4994,2025-06-12,Ultra Sofá 45,43,57.67
4995,2026-05-18,Premium Dicionário 16,21,315.35
4996,2025-12-06,Eco Tênis 29,15,386.23
4997,2025-08-16,Giga Dicionário 37,36,49.11
4998,2025-08-28,Premium Set 68,31,182.38
4999,2025-06-16,Pro Dicionário 32,3,358.29
5000,2026-01-30,Elite Pack 31,36,21.01
5001,2026-05-20,Basic Pack 17,20,108.16
5002,2025-10-27,Eco Pack 60,16,405.65
5003,2026-03-30,Eco Café 67,2,54.50
5004,2025-12-10,Maxi Dicionário 53,46,306.35
5005,2025-06-09,Elite Pack 28,27,461.45
5006,2025-12-13,Giga Pack 62,33,286.48
5007,2025-09-30,Premium Kit 28,40,30.16
5008,2026-05-09,Maxi Café 14,48,308.03
5009,2025-06-07,Maxi Pack 38,37,288.33
5010,2025-07-17,Basic Set 13,10,170.48
5011,2025-07-14,Maxi Set 79,39,273.76
5012,2025-10-29,Basic Café 98,1,424.28
5013,2026-03-26,Ultra Pack 42,27,342.71
5014,2026-02-14,Basic Bicicleta 10,37,26.24
5015,2026-03-16,Basic Kit 68,49,204.40
5016,2025-07-29,Mini Crema 13,10,226.53
5017,2026-05-05,Giga Tênis 60,17,221.31
5018,2025-12-26,Giga Tênis 4,35,479.83
5019,2026-05-06,Smart Sofá 25,9,117.99
5020,2025-11-20,Pro Dicionário 76,6,24.75
5021,2025-08-18,Smart Bicicleta 57,4,196.24
5022,2026-05-21,Pro Fone 64,37,96.66
5023,2026-05-11,Ultra Kit 95,4,323.34
5024,2026-01-23,Pro Fone 42,14,163.15
5025,2025-09-03,Smart Kit 72,33,428.07
5026,2026-04-24,Maxi Tênis 87,32,359.40
5027,2025-08-01,Maxi Café 17,24,245.82
5028,2026-05-24,Premium Dicionário 56,41,30.86
5029,2026-03-05,Premium Set 37,38,267.63
5030,2026-02-24,Maxi Fone 8,43,262.11
5031,2025-06-06,Smart Set 10,35,462.21
5032,2025-11-03,Premium Fone 68,44,132.84
5033,2026-04-03,Smart Pack 42,20,255.33
5034,2025-09-03,Smart Dicionário 93,13,141.22
5035,2025-11-04,Giga Dicionário 28,14,345.53
5036,2026-04-19,Smart Crema 37,48,445.79
5037,2026-05-24,Pro Crema 44,7,246.48
5038,2026-02-21,Maxi Fone 86,9,245.71
5039,2025-12-02,Premium Café 40,49,219.33
5040,2026-02-04,Maxi Crema 29,22,441.95
5041,2025-09-09,Mini Sofá 1,38,420.71
5042,2025-08-04,Eco Kit 1,28,341.07
5043,2025-06-04,Maxi Set 30,25,188.96
5044,2026-05-24,Ultra Fone 68,21,277.33
5045,2026-01-18,Premium Bicicleta 94,45,421.47
5046,2025-07-07,Ultra Tênis 3,41,44.93
5047,2026-04-25,Eco Sofá 41,30,104.59
5048,2025-10-20,Pro Dicionário 89,15,15.37
5049,2025-10-26,Eco Set 5,49,143.88
5050,2026-01-23,Ultra Crema 79,21,325.93
5051,2026-03-04,Basic Kit 56,22,269.50
5052,2025-07-26,Premium Crema 12,44,304.33
5053,2025-09-02,Ultra Bicicleta 11,25,34.97
5054,2025-07-07,Premium Fone 5,12,130.39
5055,2026-02-06,Maxi Crema 36,39,214.76
5056,2026-05-14,Ultra Dicionário 66,34,292.83
5057,2026-03-05,Eco Crema 60,41,166.71
5058,2026-04-06,Ultra Kit 97,41,190.58
5059,2025-09-10,Premium Bicicleta 88,34,212.67
5060,2026-02-21,Premium Sofá 27,39,66.29
5061,2026-04-25,Eco Fone 81,9,158.06
5062,2026-02-02,Pro Bicicleta 99,23,154.83
5063,2025-12-06,Elite Kit 20,18,304.56
5064,2025-05-30,Giga Pack 15,4,416.60
5065,2025-08-02,Elite Kit 53,15,476.58
5066,2025-06-01,Maxi Dicionário 53,8,416.76
5067,2026-02-03,Ultra Dicionário 5,46,29.30
5068,2025-08-06,Eco Pack 58,39,320.09
5069,2025-09-18,Ultra Kit 87,17,350.98
5070,2025-10-16,Premium Bicicleta 52,41,57.98
5071,2026-04-28,Maxi Pack 47,9,46.15
5072,2025-10-03,Basic Bicicleta 34,21,262.16
5073,2025-09-01,Mini Fone 43,8,489.91
5074,2025-07-27,Maxi Kit 7,16,76.89
5075,2026-04-23,Mini Crema 89,36,354.24
5076,2025-08-18,Basic Pack 34,12,152.72
5077,2025-07-07,Pro Bicicleta 22,19,333.69
5078,2025-12-11,Maxi Set 26,48,128.61
5079,2025-07-13,Ultra Set 78,9,496.78
5080,2025-06-22,Pro Dicionário 32,24,441.24
5081,2025-10-13,Elite Pack 99,35,127.53
5082,2025-08-05,Mini Fone 57,45,263.25
5083,2025-10-26,Mini Dicionário 71,31,116.41
5084,2026-04-06,Pro Café 46,16,49.83
5085,2025-09-20,Premium Bicicleta 91,3,405.64
5086,2025-08-05,Mini Kit 49,43,213.24
5087,2025-10-28,Premium Pack 5,37,84.74
5088,2025-10-14,Mini Café 80,21,256.73
5089,2025-10-10,Eco Fone 56,21,460.87
5090,2026-05-16,Basic Kit 28,37,105.60
5091,2026-03-03,Ultra Tênis 50,47,362.49
5092,2025-10-09,Giga Fone 61,4,11.10
5093,2026-03-09,Ultra Bicicleta 9,8,136.11
5094,2026-01-26,Premium Fone 99,22,13.92
5095,2025-11-06,Maxi Dicionário 77,25,58.62
5096,2026-02-02,Basic Tênis 32,1,139.89
5097,2025-08-26,Giga Tênis 28,18,310.89
5098,2025-11-16,Premium Tênis 80,27,466.67
5099,2026-02-17,Eco Set 14,1,203.95
5100,2025-12-07,Premium Bicicleta 59,2,62.04
5101,2025-11-08,Eco Fone 87,45,255.67
5102,2025-06-06,Premium Tênis 42,49,272.74
5103,2025-11-03,Smart Pack 62,7,427.74
5104,2025-12-20,Eco Pack 3,42,44.04
5105,2025-10-14,Pro Dicionário 67,46,402.40
5106,2025-09-27,Maxi Kit 85,45,490.28
5107,2025-07-02,Maxi Café 71,18,357.07
5108,2026-03-09,Maxi Pack 53,12,113.25
5109,2025-06-01,Giga Pack 11,11,57.22
5110,2026-05-01,Basic Crema 12,17,237.16
5111,2025-10-18,Maxi Sofá 49,11,187.35
5112,2026-01-07,Smart Pack 69,36,249.03
5113,2026-01-10,Giga Set 91,9,213.64
5114,2026-03-02,Smart Tênis 37,25,269.21
5115,2025-06-27,Eco Pack 23,35,272.00
5116,2025-06-24,Maxi Pack 40,4,320.92
5117,2025-06-04,Premium Crema 95,4,488.92
5118,2026-05-09,Mini Tênis 64,17,168.75
5119,2025-09-02,Pro Set 6,10,217.65
5120,2025-06-20,Basic Café 38,19,145.97
5121,2026-03-10,Mini Fone 87,41,188.82
5122,2025-11-15,Basic Bicicleta 70,39,88.66
5123,2026-01-27,Giga Tênis 56,40,75.97
5124,2025-08-27,Elite Set 23,12,109.59
5125,2026-03-07,Giga Dicionário 80,43,392.65
5126,2025-07-20,Ultra Sofá 55,28,109.61
5127,2025-11-26,Giga Tênis 21,27,243.43
5128,2026-01-02,Basic Pack 46,34,446.61
5129,2025-09-06,Elite Sofá 26,12,240.89
5130,2026-02-01,Pro Café 57,42,23.28
5131,2025-08-03,Ultra Kit 10,45,21.99
5132,2025-07-06,Premium Fone 84,34,316.21
5133,2025-06-25,Giga Sofá 65,3,401.53
5134,2025-10-27,Premium Tênis 64,42,25.11
5135,2026-01-01,Pro Café 35,9,145.45
5136,2026-02-16,Premium Café 46,18,99.75
5137,2026-05-14,Giga Bicicleta 83,45,436.26
5138,2026-02-24,Basic Tênis 11,16,27.77
5139,2026-03-29,Maxi Kit 29,34,461.21
5140,2025-08-29,Eco Tênis 35,7,253.82
5141,2025-10-11,Elite Sofá 33,3,451.51
5142,2025-10-19,Basic Tênis 3,29,336.22
5143,2025-10-08,Giga Pack 52,33,219.09
5144,2025-10-25,Elite Sofá 79,26,101.17
5145,2025-09-04,Mini Crema 16,5,239.27
5146,2025-09-18,Premium Pack 75,24,291.11
5147,2025-12-24,Maxi Sofá 73,45,316.10
5148,2025-10-25,Mini Fone 64,18,28.72
5149,2025-05-29,Eco Café 3,44,29.28
5150,2025-11-30,Ultra Sofá 78,50,98.40
5151,2025-06-21,Basic Bicicleta 25,47,101.98
5152,2025-10-13,Basic Sofá 27,45,489.42
5153,2026-05-08,Elite Bicicleta 26,13,186.43
5154,2025-11-24,Maxi Pack 38,29,104.61
5155,2026-04-23,Elite Sofá 27,44,343.98
5156,2025-11-16,Elite Fone 45,3,204.52
5157,2025-10-20,Basic Set 55,12,280.86
5158,2026-03-12,Mini Tênis 12,3,306.17
5159,2026-01-14,Premium Set 63,43,58.04
5160,2025-11-27,Giga Tênis 55,41,36.83
5161,2025-11-08,Premium Crema 16,23,340.11
5162,2025-09-29,Mini Fone 37,12,226.41
5163,2026-02-16,Eco Tênis 59,16,353.91
5164,2025-07-26,Premium Dicionário 24,23,369.49
5165,2025-08-08,Premium Crema 4,7,100.12
5166,2026-02-11,Maxi Fone 40,48,89.40
5167,2025-10-20,Mini Bicicleta 26,47,285.93
5168,2025-07-06,Smart Set 62,16,475.82
5169,2026-02-21,Premium Pack 72,15,411.37
5170,2026-03-09,Eco Sofá 6,24,295.80
5171,2025-11-21,Eco Dicionário 39,10,393.42
5172,2026-03-09,Basic Set 56,43,96.35
5173,2026-04-09,Ultra Set 47,41,188.29
5174,2025-12-06,Mini Café 44,44,45.12
5175,2025-10-23,Pro Café 53,36,184.46
5176,2026-01-17,Elite Tênis 83,17,238.27
5177,2025-08-13,Pro Pack 5,44,319.42
5178,2025-09-06,Giga Bicicleta 47,2,328.04
5179,2026-01-12,Premium Crema 45,22,6.11
5180,2025-11-08,Eco Kit 90,35,435.46
5181,2026-03-07,Eco Fone 54,27,157.63
5182,2026-01-10,Ultra Sofá 88,20,225.26
5183,2025-09-20,Maxi Kit 55,40,323.27
5184,2025-10-05,Basic Bicicleta 93,40,313.49
5185,2025-12-20,Mini Set 22,6,14.57
5186,2026-03-06,Maxi Sofá 18,3,340.44
5187,2025-08-13,Elite Kit 77,5,170.11
5188,2025-10-20,Maxi Crema 71,10,427.67
5189,2026-04-30,Basic Crema 27,18,276.76
5190,2026-05-12,Ultra Dicionário 62,14,18.91
5191,2025-07-15,Premium Pack 93,29,137.12
5192,2025-11-09,Premium Bicicleta 16,7,363.74
5193,2026-01-27,Maxi Sofá 5,21,117.95
5194,2025-11-05,Pro Tênis 57,38,46.00
5195,2025-12-24,Smart Pack 98,47,23.87
5196,2026-01-12,Basic Café 74,5,17.84
5197,2026-02-16,Eco Pack 83,39,37.09
5198,2025-09-22,Basic Fone 58,6,219.90
5199,2025-11-01,Maxi Kit 13,9,216.75
5200,2025-12-12,Elite Sofá 51,29,327.12
5201,2025-07-20,Smart Dicionário 79,26,285.48
5202,2025-07-28,Premium Bicicleta 1,25,200.57
5203,2025-09-13,Maxi Fone 75,12,459.85
5204,2025-10-10,Pro Bicicleta 89,11,485.47
5205,2025-09-16,Ultra Bicicleta 75,16,274.61
5206,2025-06-04,Ultra Crema 13,41,37.35
5207,2026-01-13,Eco Crema 48,5,422.63
5208,2025-07-27,Premium Sofá 27,23,412.04
5209,2025-06-22,Eco Set 21,15,433.66
5210,2025-12-06,Eco Kit 1,26,440.13
5211,2026-01-13,Basic Pack 87,24,201.33
5212,2025-06-19,Basic Kit 83,26,237.09
5213,2025-12-25,Eco Tênis 80,1,189.11
5214,2025-12-01,Mini Set 64,24,168.80
5215,2026-03-23,Eco Set 71,47,394.60
5216,2026-01-21,Ultra Café 8,48,282.26
5217,2026-04-22,Giga Bicicleta 24,33,366.38
5218,2026-03-18,Premium Fone 61,50,114.12
5219,2025-12-01,Ultra Crema 58,27,182.10
5220,2026-03-27,Eco Pack 76,40,261.45
5221,2026-05-25,Giga Crema 81,38,250.47
5222,2025-10-15,Giga Pack 80,6,484.90
5223,2026-02-24,Maxi Sofá 76,22,209.44
5224,2026-04-29,Elite Café 27,48,417.88
5225,2025-09-21,Maxi Fone 1,25,388.49
5226,2026-02-04,Pro Sofá 27,19,218.76
5227,2026-04-07,Ultra Kit 73,8,84.61
5228,2025-08-06,Maxi Café 95,14,165.61
5229,2025-08-23,Maxi Sofá 79,22,76.82
5230,2026-04-08,Smart Bicicleta 72,26,20.78
5231,2025-06-20,Basic Café 9,30,478.27
5232,2025-06-26,Mini Sofá 11,27,133.87
5233,2025-06-06,Eco Bicicleta 63,26,82.78
5234,2025-10-20,Basic Crema 65,29,449.45
5235,2026-05-04,Premium Café 61,12,132.86
5236,2026-05-11,Ultra Bicicleta 68,32,266.27
5237,2026-01-28,Eco Bicicleta 91,33,452.86
5238,2025-11-10,Elite Set 13,46,363.82
5239,2025-06-18,Basic Crema 57,49,217.12
5240,2025-07-29,Ultra Dicionário 5,48,474.40
5241,2025-06-17,Smart Crema 48,38,475.12
5242,2025-06-26,Mini Bicicleta 86,5,316.07
5243,2025-07-04,Giga Tênis 72,29,226.42
5244,2026-04-28,Premium Crema 23,7,437.47
